Collector,Higher taxon,Taxon,miss mC,miss mT,miss  man-D,miss ped-D,miss_FL,miss_HL,mc,mpp,mmp,mdp,mt,ppp,pmp,pdp,h,f,Museum - Coll. #,locality,notes,Sex/age,pf-H,pf-w,m1-L,m1-W,m2-L,m2-W,hm1,hm2,hm3,hm4,hm5,m2-5 av,hpp1,hpp1-w,hpp2,hpp2-w,hpp3,hpp3-w,hpp4,hpp4-w,hpp5,hpp5-w,hpp2-5 av,hmp2,hmp3,hmp4,hmp5,hmp2-5 av,hdp1,hdp2,hdp3,hdp4,hdp5,hdp2-5 av,HU(AP),HU(ML),notes,fm1,fm2,fm3,fm4,fm5,fm2-5 av,fpp1,fpp1-w,fpp2,fpp2-w,fpp3,fpp3-w,fpp4,fpp4-w,fpp5,fpp5-w,fpp2-5 av,fmp2,fmp3,fmp4,fmp5,fmp2-5 av,fdp1,fdp2,fdp3,fdp4,fdp5,fdp2-5 av,FE(AP),FE(ML),GM,ln GM,BM,ln BM,Ast-w,CW,CD,,radius L,Ulna L,PI,BZ,md3 length,md4 length,md3/md4,mc3/mc4,mc2/mc3,pd3 length,pd4 length,pd3/pd4,mt3/mt4,pp2/pp4,md3 prehens,md4 prehens,pd3 prehens,pd4 prehens,mc/mt,md/pd,mt3/pp3,mt1/mt3,Mpp3/ip3,Ppp3/ip3
"Yapuncich, G",Cercopithecoidea,Cercopithecus mitis stulmanni,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 121598,,,F,8.71,6.56,na,na,na,na,16.82,27.85,27.75,26.64,22.99,,10.24,2.66,18.61,3.49,22.17,4.28,20.64,3.94,16.25,2.86,,11.13,15.37,14.37,10.32,,5.07,6.55,7.24,7.34,6.01,,9.21,9.49,,27.15,40.49,43.17,42.97,41.43,,12.35,3.81,20.75,2.7,24.66,3.74,22.04,3.29,17.83,2.72,,11.22,15.67,15.05,10.46,,6.96,7.38,9.1,7.96,6.17,,9.86,9.69,,,,,9.93,8.79,5.1,,,,,,72.53,68.99,1.05131178431657,1.04166666666667,1.0036036036036,92.6,88.02,1.05203362872075,1.00465441005353,0.941470054446461,1.35279279279279,1.31418918918919,0.934213574241371,0.863160344426344,0.642807505211953,0.783261339092873,1.75060827250608,0.628908964558721,1.44242029928432,1.57370772176133
,,Cercopithecus mitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.11,73.44,1.0500492674311,1.05799664734629,0.978158513956673,97.695,94.29,1.03710472207716,1.00149836126381,0.904068360556564,1.33555221994448,1.33967216022705,0.923416459183782,0.869313284521502,0.648406658376005,0.788994226312659,1.79547220347993,0.621116997845986,1.41832830526176,1.52266049382052
"Yapuncich, G",Cercopithecoidea,Chlorocebus aethiops,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 171476,,,,9.06,5.73,na,na,na,na,15.53,29.10,29.32,27.61,24.33,,8.91,2.15,16.26,2.57,19.57,3.06,19.83,2.81,15.55,2.21,,9.88,13.18,12.52,9.30,,4.90,5.26,6.97,7.36,5.05,,8.13,8.34,,24.94,41.63,42.71,42.6,40.09,,11.68,2.89,18.27,2.29,22.18,3.19,21.67,2.79,16.69,2.3,,10.72,13.66,13.09,9.41,,5.52,5.92,7.3,7.33,5.67,,8.58,8.34,,,,,8.79,8.34,4.78,,,,,,69.04,67.32,1.02554961378491,1.0619340818544,0.9924965893588,85.85,84.69,1.01369701263431,1.00258215962441,0.843101061375173,1.11698499317872,1.17167692864904,0.839147740575978,0.815962441314554,0.686490283306017,0.804193360512522,1.92560865644725,0.583938187778038,1.48482549317147,1.62371888726208
"Yapuncich, G",Cercopithecoidea,Chlorocebus aethiops,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 17714,,,M,9.71,7.31,5.07,4.50,5.95,5.39,16.19,29.58,30.87,29.23,26.17,,10.82,2.62,18.05,3.21,20.84,3.81,20.91,3.68,16.51,2.92,,10.25,13.37,13.74,11.24,,5.49,5.29,7.72,7.41,6.34,,7.56,10.71,,27.94,41.52,45,45.08,44.24,,12.73,3.17,19.69,2.81,23.57,3.64,22.47,3.58,18.05,2.82,,11.17,15.43,14.87,10.29,,7.03,6.82,8.1,7.77,6.86,,9.32,9,,,,,9.76,9.64,5.11,,,,,,72.8,71.29,1.02118109131716,1.05610673965104,0.95821185617104,92.1,90.19,1.02117751413682,0.998225377107365,0.876279483756119,1.10819565921607,1.18542593226138,0.866666666666667,0.828305235137533,0.686,0.790445168295331,1.90920661858294,0.620888888888889,1.55871353777113,1.52754374594945
,,Chlorocebus aethiops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.92,69.305,1.02336535255103,1.05902041075272,0.97535422276492,88.975,87.44,1.01743726338557,1.00040376836589,0.859690272565646,1.11259032619739,1.17855143045521,0.852907203621322,0.822133838226044,0.686245141653009,0.797319264403927,1.9174076375151,0.602413538333463,1.5217695154713,1.57563131660576
"Yapuncich, G",Cercopithecoidea,Colobus guereza,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 127281,,regarding feet only: DPs uncertain,M,12.16,8.58,7.15,5.25,8.02,6.49,19.64,41.70,43.02,41.83,38.87,,na,na,28.92,4.59,33.97,5.35,33.65,5.29,28.67,4.37,,18.27,23.36,23.13,18.04,,na,8.09,10.75,10.08,9.54,,11.19,10.73,,34.28,54.91,62.09,62.5,60.49,,17.03,4.71,28.1,3.69,35.78,5.01,34.87,4.74,29.01,4.21,,14.32,24.24,23.51,17.81,,8.35,9.02,11.85,11.64,10.17,,12.32,13.7,,,,,12.9,12.27,7.45,,,,,,111.1,108.69,1.02217315300396,1.02844848195075,0.96931659693166,133.96,132.52,1.01086628433444,0.99344,0.80585030111844,1.3326359832636,1.35739899593593,0.966661298115639,0.93408,0.692865195683685,0.829352045386683,1.73532699832309,0.552101787727492,1.45419520547945,1.47607260726073
"Yapuncich, G",Cercopithecoidea,Colobus polykomos,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 60482,,,,12.6,7.54,6.68,5.01,6.71,5.75,18.88,37.74,41.00,41.24,36.47,,4.92,3.59,26.86,3.91,32.53,4.68,32.04,4.53,27.99,3.75,,16.82,22.22,22.05,17.78,,4.16,7.74,10.12,10.33,8.99,,10.72,9.86,,34.46,49.8,55.42,57.58,53.55,,17.22,3.44,27,3.2,35.8,4.61,34.13,4.45,27.26,3.6,,15.25,23.66,24.41,16.89,,6.35,8.33,12.61,12.49,8.94,,11.42,13.73,,,,,13.25,14.09,6.6,,,,,,105.87,105.66,1.00198750709824,0.994180407371484,0.920487804878049,127.49,128.61,0.991291501438457,0.962486974643974,0.791092880164078,1.33536585365854,1.31159068865179,1.07289787080476,1.01667245571379,0.739805124503789,0.830418072005648,1.54804469273743,0.621797185131721,1.46399639963996,1.51310228233305
"Yapuncich, G",Cercopithecoidea,Erythrocebus patas,,,yes,yes,,,y,y,n,n,y,y,n,n,y,y,FMNH 60677,,,F,na,na,5.90,4.42,7.75,5.88,--,34.57,35.43,35.24,29.9,,na,na,12.23,3.25,19.28,3.73,19.47,4.10,16.58,3.55,,na,na,na,na,,na,na,na,na,na,,16.23,10.42,,26.97,48.1,48.77,48.79,47.34,,na,na,17.56,2.98,21.26,3.77,20.83,3.29,16.73,2.76,,na,na,na,na,,na,na,na,na,na,,11.31,14.47,,,,,10.72,11.89,7.08,,,,,,na,na,na,1.00539160045403,0.975726785210274,na,na,na,0.999590079934413,na,na,na,na,na,0.726471191306131,na,2.29397930385701,0.553003895837605,na,na
"Yapuncich, G",Cercopithecoidea,Erythrocebus patas,,,,,,,y,y,y,y,y,y,y,y,y,y,UWBM 81037,,,,11.19,7.97,,,,,17.2,34.30,34.50,32.80,30.6,,9.38,2.46,15.90,2.97,18.87,4.00,18.70,3.66,15.34,3.03,,8.67,11.92,11.73,7.97,,5,6.19,6.94,6.68,5.83,,13.1,9.93,,21.2,45.5,46.6,45.5,45.2,,11.62,2.39,16.56,3.06,20.3,3.68,19.2,3.41,15.83,2.71,,9.25,12.63,12.12,8.43,,5.73,6.15,7.71,7.46,6.19,,11.29,10.88,,,,,10.67,10.72,8,,,,,,72.23,69.91,1.03318552424546,1.05182926829268,0.994202898550725,87.24,84.28,1.03512102515425,1.02417582417582,0.8625,0.892463768115942,0.927743902439025,0.706652360515021,0.688351648351648,0.740343347639485,0.827945896377809,2.29556650246305,0.454935622317597,1.58305369127517,1.60728424386382
,,Erythrocebus patas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.23,69.91,1.03318552424546,1.02861043437336,0.984964841880499,87.24,84.28,1.03512102515425,1.01188295205512,0.8625,0.892463768115942,0.927743902439025,0.706652360515021,0.688351648351648,0.733407269472808,0.827945896377809,2.29477290316003,0.503969759077601,1.58305369127517,1.60728424386382
"Yapuncich, G",Cercopithecoidea,Lophocebus albigena,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 47048,,,M,11.76,8.69,6.78,5.65,7.01,7.19,23.16,38.66,39.67,39.66,35.75,,14.96,3.73,27.73,5.29,31.88,5.6,30.88,5.51,25.07,4.23,,16.2,20.01,19.03,15.14,,7.69,9.26,10.25,10.71,9.94,,12.7,11.62,,39.83,53.62,57.93,58.74,56.4,,18.15,5.12,28.6,4.2,34.84,5,33.31,4.83,27.3,3.79,,14.98,20,19.66,14.74,,10.34,8.71,10.57,10.82,9.71,,12.62,12.41,,,,,12.01,11.32,6.53,,,,,,101.81,100.28,1.01525727961707,1.00025214321735,0.974539954625662,123.34,94.22,1.30906389301634,0.986210418794688,0.8586010207145,1.30804134106378,1.25844679778114,0.946659761781461,0.901770514130065,0.684791990333161,0.825441868007135,1.66274397244547,0.687553944415674,1.59320339830085,1.742
"Yapuncich, G",Cercopithecoidea,Macaca arctoides,,,yes,yes,,,y,y,n,n,y,y,n,n,y,y,FMNH 105682,,,M,12.72,8.34,8.11,6.17,9.42,6.96,25.9,40.24,39.83,36.12,34.42,,na,na,26.59,4.86,32.46,5.15,31.33,4.91,26.39,4.77,,na,na,na,na,,na,na,na,na,na,,11.41,12.05,,35.1,49.96,51.83,51.4,51.39,,na,na,29.02,4.05,32.93,4.52,31.57,4.82,25.94,4.14,,na,na,na,na,,na,na,na,na,na,,11.45,11.66,,,,,12.56,art,art,,,,,,na,na,na,1.10271317829457,1.01029374843083,na,na,na,1.00836575875486,na,na,na,na,na,0.768473856839668,na,1.5739447312481,0.677213968743971,na,na
"Yapuncich, G",Cercopithecoidea,Macaca arctoides,,,yes,yes,,,y,y,n,n,y,y,n,n,y,y,FMNH 106583,,,M,11.51,7.09,8.62,6.52,9.52,8.34,23.24,39.59,37.82,36.81,34.43,,na,na,25.44,4.89,28.98,5.37,29.49,5.3,24.33,4.41,,na,na,na,na,,na,na,na,na,na,,10.51,12.51,,31.72,45.07,47.45,47.43,45.91,,na,na,24.91,3.99,29.05,4.66,29.82,4.63,26.42,3.85,,na,na,na,na,,na,na,na,na,na,,11.06,12.16,,,,,11.76,11.06,6.95,,,,,,na,na,na,1.02743819614235,1.04680063458488,na,na,na,1.00042167404596,na,na,na,na,na,0.797049525816649,na,1.63339070567986,0.668493150684931,na,na
"Yapuncich, G",Cercopithecoidea,Macaca arctoides,,,yes,yes,,,y,n,n,n,y,y,n,n,y,y,FMNH 99367,,,F,10.15,6.22,7.36,5.74,8.66,6.90,21.41,41.63,44.71,45.17,43.14,,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,,na,na,na,na,na,,11.04,12.45,,30.89,42.18,44.17,44.13,44.27,,14.65,4.68,24.02,3.43,27.24,4.4,27.09,4.32,22.61,3.55,,na,na,na,na,,na,na,na,na,na,,10.97,11.24,,,,,11.27,10.51,5.64,,,,,,na,na,na,0.989816249723268,0.931111608141355,na,na,na,1.00090641287106,na,na,na,na,na,1.01222549241567,na,1.62151248164464,0.699343445777677,na,na
,,Macaca arctoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,na,1.0399892080534,0.996068663719021,na,na,na,1.00323128189063,na,na,na,na,na,0.859249625023995,na,1.60961597285754,0.681683521735527,na,na
"Yapuncich, G",Cercopithecoidea,Macaca assamensis,,,yes,yes,,,y,y,n,n,y,y,n,n,y,y,FMNH 99622,,,M,10.92,7.14,7.31,5.78,8.54,6.52,23.9,40.26,39.46,37.66,34.97,,na,na,26.42,4.41,32.31,5.48,31.29,4.91,25.66,4.43,,na,na,na,na,,na,na,na,na,na,,12.03,12.82,,33,45.92,49.45,46.58,46.15,,na,na,27.31,3.55,34.15,4.58,33.39,4.55,26.01,3.99,,na,na,21.16,na,,na,na,na,na,na,,11.12,11.44,,,,,10.53,art,art,,,,,,na,na,na,1.0477960701009,1.02027369488089,na,na,na,1.06161442679261,na,na,na,na,na,0.797977755308392,na,1.44802342606149,0.667340748230536,na,na
"Yapuncich, G",Cercopithecoidea,Macaca fuscatus,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 53867,,,M,12.54,7.45,7.40,5.57,8.55,6.44,21.74,34.98,36.41,34.21,31.05,,12.59,3.69,21.40,4.60,26.64,5.22,24.18,4.74,19.78,4.14,,14.02,17.23,17.29,13.55,,5.11,9.51,11.28,11.00,9.44,,13.69,9.63,,31.87,43.67,47.15,47.51,48.28,,16.4,4.41,22.53,4.18,27.78,4.8,25.83,4.57,21.51,3.85,,14.39,19.43,18.35,14.38,,7.18,9.72,11.3,11.79,9.64,,12.17,12.06,,,,,12.38,11.73,5.81,,,,,,91.56,86.68,1.05629903091832,1.06430868167203,0.960725075528701,105.66,103.48,1.02106687282567,0.992422647863608,0.872241579558653,1.2048887668223,1.21221864951768,1.00127253446448,0.929909492738371,0.772216330858961,0.866553094832481,1.69726421886249,0.67592788971368,1.54614045269878,1.42974781266083
"Yapuncich, G",Cercopithecoidea,Macaca nemestrina,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 57178,,,M,11.92,8.08,7.79,5.59,8.96,6.36,28.22,39.08,39.92,39.88,37.24,,16.34,4.96,26.27,6.00,30.47,6.41,29.70,6.06,24.63,5.09,,16.40,20.10,20.51,16.73,,7.48,9.11,10.36,10.85,10.16,,14.04,14.51,,38.21,51.72,53.38,53.04,51.09,,18.61,6.48,26.81,4.76,30.95,5.72,29.19,5.39,24.85,4.75,,15.84,20.18,20.19,16.01,,10.2,9.91,11.38,11.83,11.3,,15.37,13.23,,,,,11.76,12.24,7.2,,,,,,100.85,100.94,0.999108381216564,1.00100300902708,0.978957915831663,115.89,114.25,1.01435448577681,1.00641025641026,0.918465227817746,1.26678356713427,1.25902708124373,0.957849381790933,0.930995475113122,0.747845635069314,0.870221762015705,1.72471728594507,0.715811165230423,1.51592039800995,1.53369672943508
"Boyer, D",Cercopithecoidea,Macaca sp.,,,,,,,y,y,y,y,y,y,y,y,y,y,DPC 073,,,,11.3,8.43,na,na,na,na,23.86,39.89,38.05,38.4,35.9,,14.7,3.19,23.46,4.02,28.7,4.77,28.2,4.25,22.5,3.6,,12.48,17.6,17.7,13.75,,7.6,8.02,9.3,9.6,8.7,,11.64,13.15,,35.15,50.56,52.96,52.85,51.07,,17.58,4.66,25.22,3.42,31.19,4.2,29.58,3.9,24.93,3.08,,13.41,17.82,18,14.42,,9.39,9.46,11.15,10.88,9.45,,13.36,12.48,,,,,11.66,12.04,7.5,,,,,,93.65,93.9,0.997337593184239,0.990885416666667,1.04835742444152,113.12,111.31,1.01626089300153,1.00208136234626,0.852603110209601,1.21681997371879,1.1953125,0.925415407854985,0.900283822138127,0.718466767371601,0.82788189533239,1.69798012183392,0.663708459214502,1.63068181818182,1.75028058361392
,,Macaca sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01758166843971,1.02879647710402,1.00087655488036,111.556666666667,109.68,1.01722741720133,1.01315199506067,0.881103305862,1.22949743589179,1.22218607692047,0.961512441370131,0.920396263329873,0.779151222726453,0.854885584060192,1.6355202051121,0.680894356824933,1.56424755629685,1.57124170856995
"Boyer, D",Cercopithecoidea,Mandrillus leucophaeus,,,yes,yes,,,y,y,y,n,y,y,y,n,y,y,AMNH 35693,,,M,16.2,11.48,11.21,9.09,15.20,11.16,33.19,54.9,53.4,53.4,51.8,,17.31,5.3,25.4,7,30.03,7.7,30.33,7.18,25.91,5.83,,14.8,17.6,17.33,14.6,,11.05,na,na,14.95,13.7,,19.2,17.8,,40.5,63.5,64.3,65.5,63.4,,18.4,6.2,25.6,5.22,30.3,6.3,30.2,6,25.76,5.06,,na,18,na,13.8,,na,na,na,na,na,,17.11,18.5,,,,,na,na,na,,,,photo 8762,photo 8762,na,na,na,1,1.02808988764045,na,na,na,0.981679389312977,na,na,na,na,na,0.830482115085537,na,2.12211221122112,0.629860031104199,na,na
"Boyer, D",Cercopithecoidea,Mandrillus leucophaeus,,,yes,yes,,,y,y,y,n,y,y,n,n,y,y,AMNH 70245,,,M,17.5,11.25,9.54,7.46,12.93,11.06,38.40,56.27,53.64,54.04,51.66,,20.7,5.78,32.08,6.21,37.7,6.96,37.56,6.72,31.41,5.69,,19.81,22.95,22.58,18.59,,na,na,na,na,na,,18.22,17.03,,52.7,67.5,68.7,68.5,63,,na,8.18,33.52,5.33,38.93,6.4,37.6,6.08,30.8,4.27,,na,na,na,na,,na,na,na,na,na,,19.83,17.85,,,,,16.34,15.93,12.63,,,,photo 8761,photo 8761,na,na,na,0.99259807549963,1.04903057419836,na,na,na,1.0029197080292,na,na,na,na,na,0.780786026200873,na,1.76470588235294,0.767103347889374,na,na
,,Mandrillus leucophaeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.996299037749815,1.0385602309194,#DIV/0!,#DIV/0!,#DIV/0!,0.992299548671087,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.805634070643205,#DIV/0!,1.94340904678703,0.698481689496787,na,na
"Boyer, D",Cercopithecoidea,Miopithecus talapoins,,,,,,,y,y,y,y,y,y,y,y,y,y,DPC 069,,,?/adult,5.5,3.53,3.5,2.9,4.1,3.44,11.2,16.9,17.7,16.1,14.3,,7.6,1.7,11.8,2,13.98,2.25,13.3,2.16,10.8,1.71,,8.04,9.75,9.44,7.4,,3.95,4.33,5.4,5.6,4.57,,4.76,5.08,,16.67,25.17,27.22,27,26.3,,9.54,2.33,13.36,1.55,15.94,2.15,14.65,1.94,12.2,1.57,,7.51,10.75,10.1,7.1,,5.03,4.3,6.1,5.8,4.43,,5.39,5.69,,,,,5.34,5.7,2.8,,,,,,46.83,44.44,1.0537803780378,1.09937888198758,0.954802259887006,60.01,57.55,1.04274543874891,1.00814814814815,0.911945392491468,1.3406779661017,1.41242236024845,0.98052902277737,0.916666666666667,0.65025716385011,0.780369938343609,1.70765370138018,0.612417340191036,1.43384615384615,1.48279069767442
"Yapuncich, G",Cercopithecoidea,Miopithecus talapoins,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 121359,,,F,5.15,3.52,3.40,2.92,3.94,3.43,9.76,15.79,17.14,15.42,13.76,,6.91,1.71,11.31,1.93,13.51,2.32,12.84,2.17,10.40,1.77,,7.02,9.73,9.16,6.24,,3.91,4.33,5.30,4.55,4.39,,4.76,5.06,,16.18,23.24,26.19,25.96,24.98,,8.99,2.38,12.87,1.63,14.92,2.19,14.38,2.1,11.35,1.68,,7.38,10.16,9.79,6.72,,4.63,4.07,5.85,5.16,3.79,,5.22,5.45,,,,,5.49,5.56,2.63,,,,,,45.68,41.97,1.08839647367167,1.11154345006485,0.921236872812135,57.12,55.29,1.03309820944113,1.00885978428351,0.894993045897079,1.3558926487748,1.42671854734112,0.957617411225659,0.931047765793529,0.654448262695685,0.799719887955182,1.75536193029491,0.617793050782742,1.38848920863309,1.46850393700787
"Yapuncich, G",Cercopithecoidea,Miopithecus talapoins,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 129458 L,,,,4.96,5.53,4.03,3.27,4.21,3.82,12.18,20.60,21.07,19.33,16.39,,na,na,13.55,2.46,16.32,2.78,15.68,2.64,12.01,2.05,,8.51,10.98,10.7,7.45,,na,4.83,5.86,5.84,4.81,,6.09,6.91,,17.87,28.25,31.36,31.99,30,,10.1,2.59,15.68,1.89,17.91,2.65,17.41,2.41,14.29,1.9,,11.31,11.59,11.3,8.03,,5.83,5.08,6.08,na,4.78,,6.01,6.97,"Ray attributions uncertain for DPs, some broken",,,,5.99,5.48,3.15,,,,,,54.23,51.55,1.05198836081474,1.09001551991723,0.977693402942573,66.94,60.7,1.10280065897858,0.980306345733042,0.900631820792648,1.29568106312292,1.36471805483704,0.940688775510204,0.897467958737105,0.671875,0.810128473259636,1.75097710776103,0.569834183673469,1.48633879781421,1.54529767040552
"Yapuncich, G",Cercopithecoidea,Miopithecus talapoins,,,yes,,,,y,y,y,y,y,y,y,y,y,y,FMNH 129458 R,,,,5.86,4.44,4.03,3.27,4.21,3.82,11.74,19.69,20.49,19.01,16.48,,8.33,2.06,13.68,2.40,15.93,2.65,15.92,3.29,11.99,2.09,,8.60,10.93,na,7.81,,4.44,4.89,5.98,na,4.65,,5.98,6.46,,14.06,27.75,30.97,30.83,29.04,,10.88,2.24,15.46,1.9,17.72,2.61,17.09,2.45,14.05,1.83,,8.41,11.59,10.72,7.19,,5.83,5.12,6.58,6.58,5.28,,6.29,6.88,,,,,5.81,5.76,3.04,,,,,,na,na,na,1.07785376117833,0.960956564177648,66.86,65.22,1.02514566084023,1.00454103146286,0.904622586307782,na,na,0.946399741685502,0.902043464158288,0.661608007749435,na,1.74774266365689,0.45398773006135,na,1.52890422778257
"Yapuncich, G",Cercopithecoidea,Miopithecus talapoins,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 129459 L,,"regarding feet only: Ray attributions uncertain for DPs, some broken",F,5.26,3.59,3.49,3.10,3.86,3.61,10.37,17.59,18.45,17.19,15.47,,na,na,11.67,2.05,14.22,2.46,13.8,2.19,10.42,1.7,,7.01,9.37,9.07,6.21,,na,4.98,3.4,2.31,4.11,,4.64,5.51,,16.97,25.57,27.62,27.62,25.6,,8.94,2.29,13.09,1.59,15.19,2.23,15.01,2.06,11.77,1.55,,6.65,9.9,9.32,6.2,,4.79,5.26,3.27,na,na,,5.95,5.8,"Ray attributions uncertain for DPs, some broken",,,,5.84,5.35,2.78,,,,,,45.44,42.37,1.07245692707104,1.07329842931937,0.953387533875339,55.98,51.95,1.07757459095284,1,0.872085276482345,1.27859078590786,1.3304246655032,0.908399710354815,0.880883417813179,0.667994207096307,0.811718470882458,1.81830151415405,0.614409847936278,1.51760939167556,1.53434343434343
"Yapuncich, G",Cercopithecoidea,Miopithecus talapoins,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 129459 R,,"regarding feet only: Ray attributions uncertain for DPs, some broken",F,5.13,3.63,3.71,3,3.92,3.39,10.63,17.77,18.73,17.44,15.47,,6.88,1.65,11.58,2.02,14.16,2.39,13.67,2.18,10.44,1.68,,6.98,9.48,9.07,6.32,,4.13,3.96,4.78,5.2,2.34,,4.55,5.51,,17.06,25.52,27.8,27.36,25.08,,8.98,2.33,12.97,1.46,15.23,2.21,14.83,2.07,11.61,1.54,,6.63,9.74,9.25,5.98,,4.64,4.22,5.93,5.17,4.01,,5.89,5.87,"Ray attributions uncertain for DPs, some broken",,,,5.75,5.29,3.11,,,,,,47.15,45.38,1.03900396650507,1.07396788990826,0.94874532835024,58.7,56.61,1.03691927221339,1.01608187134503,0.874578556979097,1.26214628937533,1.30389908256881,0.898201438848921,0.880116959064327,0.673741007194245,0.803236797274276,1.82534471437951,0.613669064748201,1.49367088607595,1.56365503080082
"Boyer, D",Cercopithecoidea,Miopithecus talapoins,,,,,,,y,y,y,y,y,y,y,y,y,y,RFK-private collection,,,,5.12,3.51,3.65,2.96,3.8,3.38,12.07,20.39,20.61,19.71,17.41,,8.32,1.86,13.53,2.28,15.8,2.67,15.13,2.59,12.2,1.94,,8.1,11.08,10.43,7.72,,4.43,4.74,5.99,6.02,4.71,,5.96,6.93,,20.05,30.22,32.05,31.52,31.2,,10.28,2.57,14.11,1.94,17.61,2.63,16.74,2.46,13.48,1.94,,7.82,11.44,10.7,7.36,,5.7,5.03,6.8,6.5,5.25,,6.36,6.57,,,,,5.5,6.02,3.14,,,,,,53.48,51.29,1.04269838175083,1.04566210045662,0.989325570111596,67.9,65.46,1.03727467155515,1.01681472081218,0.842891278375149,1.30422125181951,1.29680365296804,0.906396255850234,0.870558375634518,0.643057722308892,0.787628865979382,1.81998864281658,0.625585023400936,1.42599277978339,1.53933566433566
,,Miopithecus talapoins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8016666666667,46.1666666666667,1.05805408130853,1.0816742904046,0.958021076022362,61.93,58.9685714285714,1.05079407181861,1.00496455739783,0.885963993903653,1.30620166751702,1.35583106057777,0.934033193750386,0.896969229695373,0.660425910127811,0.798800405615757,1.77505289634902,0.586813748684859,1.45765786963806,1.5232615231929
"Yapuncich, G",Cercopithecoidea,Papio anubis,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 134615,,,F,13.32,9.56,9.68,7.26,11.00,9.30,26.64,45.32,44.36,44.10,44.09,,15.12,3.87,21.24,4.97,25.15,5.56,24.54,5.09,21.41,4.20,,12.16,14.99,15.38,12.26,,8.51,9.00,9.32,10.44,7.97,,12.87,12.9,,32.73,50.34,53.62,54.74,53.75,,16.95,4.79,22.99,4.14,26.65,5.08,26.33,4.55,21.43,4.08,,12.08,16.4,16.17,11.24,,9.15,8.3,10.68,10.49,9.45,,13.93,17.13,,,,,12.87,13.91,9.26,,,,,,93.82,94.46,0.99322464535253,1.00589569160998,1.02164111812444,107.35,107.73,0.99647266313933,0.979539641943734,0.873148499810103,0.904869251577998,0.905215419501134,0.802872062663185,0.77639751552795,0.827303245057814,0.873963670237541,2.01200750469043,0.610406564714659,1.67778519012675,1.625
