Collector,Higher taxon,Taxon,miss mC,miss mT,miss  man-D,miss ped-D,miss_FL,miss_HL,mc,mpp,mmp,mdp,mt,ppp,pmp,pdp,h,f,Museum - Coll. #,locality,notes,Sex/age,pf-H,pf-w,m1-L,m1-W,m2-L,m2-W,hm1,hm2,hm3,hm4,hm5,m2-5 av,hpp1,hpp1-w,hpp2,hpp2-w,hpp3,hpp3-w,hpp4,hpp4-w,hpp5,hpp5-w,hpp2-5 av,hmp2,hmp3,hmp4,hmp5,hmp2-5 av,hdp1,hdp2,hdp3,hdp4,hdp5,hdp2-5 av,HU(AP),HU(ML),notes,fm1,fm2,fm3,fm4,fm5,fm2-5 av,fpp1,fpp1-w,fpp2,fpp2-w,fpp3,fpp3-w,fpp4,fpp4-w,fpp5,fpp5-w,fpp2-5 av,fmp2,fmp3,fmp4,fmp5,fmp2-5 av,fdp1,fdp2,fdp3,fdp4,fdp5,fdp2-5 av,FE(AP),FE(ML),GM,ln GM,BM,ln BM,Ast-w,CW,CD,,radius L,Ulna L,PI,BZ,md3 length,md4 length,md3/md4,mc3/mc4,mc2/mc3,pd3 length,pd4 length,pd3/pd4,mt3/mt4,pp2/pp4,md3 prehens,md4 prehens,pd3 prehens,pd4 prehens,mc/mt,md/pd,mt3/pp3,mt1/mt3,Mpp3/ip3,Ppp3/ip3
"Lemelin, P",Strepsirrhini,Nycticebus coucang,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1948-5121,,,Female,nm,nm,nm,nm,nm,nm,8.32,10.15,12.05,11.48,10.99,,7.73,nm,9.29,nm,13.05,nm,14.02,nm,11.87,nm,,4.39,7.62,9.17,7.53,,4.25,2.02,3.82,4.03,3.29,,5.02,4.87,,12.94,13.4,14.2,13.96,13.94,,8.99,nm,11.22,nm,16.25,nm,16.67,nm,14.96,nm,,5.51,9.51,10.63,9.04,,5.83,7.38,4.61,4.44,4.37,,4.41,4.49,,,,,nm,nm,nm,,,,,,36.54,38.7,0.944186046511628,1.04965156794425,0.842323651452282,44.57,45.7,0.97527352297593,1.01719197707736,0.673065386922615,1.71535269709544,2.02003484320557,1.81408450704225,1.95558739255014,0.848591549295775,0.819833969037469,0.873846153846154,0.911267605633803,1.71259842519685,1.70872765509989
"Lemelin, P",Strepsirrhini,Nycticebus coucang,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1961-621,,,,nm,nm,nm,nm,nm,nm,8.51,10.23,12.56,11.89,11.14,,8.01,nm,8.52,nm,11.11,nm,12.93,nm,11.48,nm,,4.39,4.8,6.83,6.59,,4.17,2.46,2.71,2.66,2.85,,4.89,4.37,,13.75,13.49,15.13,14.99,14.33,,8.94,nm,13.76,nm,15.97,nm,16.69,nm,14.57,nm,,8.06,8.68,10.35,8.78,,5.17,6.29,3.77,na,na,,4.38,4.75,,,,,nm,nm,nm,,,,,,31.18,34.31,0.908772952491985,1.05634987384357,0.814490445859873,43.55,42.03,1.03616464430169,1.00933955970647,0.824445775913721,1.26671974522293,1.6619007569386,1.62921348314607,1.80386924616411,0.83013879709187,0.715958668197474,0.947401377582968,0.908790482485129,2.31458333333333,1.83986175115207
"Lemelin, P",Strepsirrhini,Nycticebus coucang,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1977-2868,,,Female,nm,nm,nm,nm,nm,nm,8.13,9.74,11.19,10.58,9.9,,7.36,nm,8.93,nm,12.19,nm,13.37,nm,11.27,nm,,3.7,6.58,8.48,6.81,,3.95,,3.25,3.76,2.97,,4.17,4.47,,12.4,12.37,13.29,12.73,12.56,,8.74,nm,10.4,nm,15.24,nm,16.52,nm,14.2,nm,,4.66,8.9,10.24,8.4,,5.45,6.57,3.99,3.88,4.01,,4,4.15,,,,,nm,nm,nm,,,,,,33.21,36.19,0.917656811273833,1.05765595463138,0.870420017873101,41.42,43.37,0.955038044731381,1.04399057344855,0.62953995157385,1.67739052725648,2.06521739130435,1.81640331075997,2.10212097407698,0.841986455981941,0.801786576533076,0.872047244094488,0.933032355154251,1.85258358662614,1.7123595505618
"Lemelin, P",Strepsirrhini,Nycticebus coucang,,,,,,,y,y,y,y,y,y,y,y,y,y,CMNH B1039,,,,nm,nm,nm,nm,nm,nm,8.93,9.97,12.47,12.13,11.36,,7.73,nm,8.98,nm,13.65,nm,14.84,nm,12.38,nm,,3.78,7.69,8.76,7.44,,4.91,1.66,3.81,4.26,3.66,,5.21,5.13,,14.07,10.24,15.59,15.02,14.34,,9.19,nm,11.83,nm,16.75,nm,17.58,nm,15.55,nm,,4.65,9.14,10.87,9.08,,5.92,7.67,4.71,4.82,4.53,,5.03,5.04,,,,,nm,nm,nm,,,,,,37.62,39.99,0.940735183795949,1.0280296784831,0.799518845228549,46.19,48.29,0.956512735556016,1.03794940079893,0.67292377701934,1.71130713712911,1.94558944765045,1.66067992302758,1.89414114513981,0.799871712636305,0.814462004762936,0.930746268656716,0.902501603592046,1.77503250975293,1.83260393873085
"Lemelin, P",Strepsirrhini,Nycticebus coucang,,,,,,,y,y,y,y,y,y,y,y,y,y,CMNH B136,,,,nm,nm,nm,nm,nm,nm,7.41,8.41,11.54,10.54,10.25,,7.53,nm,8.49,nm,12.04,nm,13.42,nm,11.18,nm,,3.12,6.22,8.06,6.04,,4.28,1.94,2.58,3.5,2.82,,4.13,4.06,,12.84,12.72,13.54,13.06,13.14,,9.2,nm,10.28,nm,14.95,nm,15.86,nm,14.1,nm,,4.56,7.8,9.35,8.59,,3.92,5.88,3.38,3.86,3.49,,3.78,3.96,,,,,nm,nm,nm,,,,,,32.38,35.52,0.911599099099099,1.09487666034156,0.728769497400347,39.67,42.13,0.941609304533587,1.03675344563553,0.648171500630517,1.58232235701906,2.03795066413662,1.68020679468242,1.93032159264931,0.852289512555391,0.816233929921855,0.905685618729097,0.948301329394387,1.93569131832797,1.91666666666667
"Lemelin, P",Strepsirrhini,Nycticebus coucang,,,,,,,y,y,y,y,y,y,y,y,y,y,CMNH B749,,,,nm,nm,nm,nm,nm,nm,9.97,9.71,11.39,12.95,10.13,,7.28,nm,8.69,nm,12.35,nm,13.47,nm,11.09,nm,,3.85,6.53,8.12,6.62,,4.02,2.04,2.74,3.6,3.02,,4.67,4.23,,12.54,12.73,13.82,13.8,13.09,,8.52,nm,10.97,nm,15.44,nm,16.38,nm,13.96,nm,,4.76,9.03,10.37,8.42,,4.54,5.47,3.57,4.01,3.84,,4.21,4.18,,,,,nm,nm,nm,,,,,,33.01,38.14,0.865495542737284,0.87953667953668,0.852502194907814,41.86,44.56,0.939407540394973,1.00144927536232,0.66971916971917,1.657594381036,1.66718146718147,1.77062228654124,1.93840579710145,0.824167872648336,0.788580984233158,0.895077720207254,0.907380607814761,1.89127105666156,1.70985603543743
"Lemelin, P",Strepsirrhini,Nycticebus coucang,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 89467,,,Male,nm,nm,nm,nm,nm,nm,8.16,9.8,11.91,11.44,9.71,,7.31,nm,9.57,nm,12.46,nm,13.28,nm,11.46,nm,,4.52,6.71,8.22,6.72,,3.77,1.63,3,3.43,3.12,,4.61,4.72,,12.45,13.28,13.85,14.1,13.26,,8.12,nm,11.07,nm,15.17,nm,16.3,nm,14.68,nm,,4.99,9.33,9.71,9.02,,4.86,7.36,4.04,4.11,3.92,,4.75,4.62,,,,,nm,nm,nm,,,,,,34.08,36.37,0.937036018696728,1.04108391608392,0.822837951301428,42.39,44.22,0.958616010854817,0.982269503546099,0.679141104294479,1.6095717884131,1.87937062937063,1.76895306859206,1.84468085106383,0.859927797833935,0.803963198867657,0.912986156888596,0.898916967509025,1.85692995529061,1.62593783494105
"Lemelin, P",Strepsirrhini,Nycticebus coucang,,,,,,,y,y,y,y,y,y,y,y,y,y,MCZH 5118,,,,nm,nm,nm,nm,nm,nm,8.11,9.18,11.95,11.46,10.58,,8.04,nm,8.7,nm,12.96,nm,14.43,nm,11.78,nm,,3.12,7.27,9.12,7.15,,4.1,1.72,3.19,3.67,3.22,,4.57,4.73,,13.06,13.03,14.45,13.35,13.22,,8.99,nm,10.79,nm,15.51,nm,16.96,nm,14.99,nm,,4.92,9.5,10.77,8.51,,5.04,na,4.24,4.35,4.19,,4.73,4.72,,,,,nm,nm,nm,,,,,,35.37,38.68,0.914426059979317,1.04275741710297,0.768200836820084,43.7,45.43,0.961919436495708,1.08239700374532,0.636202830188679,1.6928870292887,2.05497382198953,1.73079584775087,2.07715355805243,0.826989619377163,0.809382151029748,0.931656995486783,0.903806228373703,1.78266850068776,1.63263157894737
"Lemelin, P",Strepsirrhini,Nycticebus coucang,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHU 2718,,,Male,nm,nm,nm,nm,nm,nm,8.63,10.71,12.04,11.7,11.02,,7.69,nm,9.26,nm,13.02,nm,13.87,nm,11.63,nm,,3.94,6.87,8.43,6.85,,4.71,2.17,3.31,4.06,3.49,,4.62,4.78,,12.73,13.14,14.48,13.97,13.73,,8.55,nm,11.29,nm,16.34,nm,17.05,nm,15.13,nm,,5.03,9.09,10.23,8.31,,5.24,7.37,4.28,4.44,4.11,,4.51,4.73,,,,,nm,nm,nm,,,,,,35.24,38.06,0.925906463478718,1.02905982905983,0.88953488372093,44.19,45.69,0.967170059093894,1.03650680028633,0.66217008797654,1.65199335548173,1.90598290598291,1.75621546961326,1.95275590551181,0.831491712707182,0.797465489929848,0.886168910648715,0.87914364640884,1.89519650655022,1.7975797579758
"Lemelin, P",Strepsirrhini,Nycticebus coucang,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 271186,,,Male,2.96,2.41,3.58,2.87,3.77,2.84,8.16,9.09,10.57,10.71,9.94,,7.22,nm,8.24,nm,11.67,nm,13.16,nm,11.26,nm,,3.25,6.22,7.75,5.62,,4.24,2.04,3.04,3.84,3.34,,5.65,4.82,,11.99,13.04,13.53,13.15,12.97,,8.8,nm,10.45,nm,15.02,nm,16.02,nm,14.01,nm,,4.1,8.02,9.19,6.95,,5.38,6.9,4.04,4.23,3.84,,5.05,5.69,,,,,4.01,4.45,3.84,,,,,,31.5,35.46,0.888324873096447,0.986928104575163,0.859981078524125,40.61,42.59,0.95351021366518,1.02889733840304,0.65230961298377,1.69252601702933,1.95238095238095,1.70288248337029,1.9171102661597,0.781226903178123,0.775671016990889,0.900798934753662,0.886178861788618,1.87620578778135,1.87281795511222
"Lemelin, P",Strepsirrhini,Nycticebus coucang,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 300000,,,Male,2.93,3.03,3.35,2.67,3.53,2.57,8.84,10.1,12.08,11.64,11.04,,8.12,nm,9.49,nm,13.44,nm,13.9,nm,12.34,nm,,4.47,8.39,10.15,8.3,,4.68,2.02,3.47,4.15,3.62,,5.45,5.12,,13.72,13.33,14.14,13.76,13.24,,9.48,nm,11.86,nm,16.11,nm,17.05,nm,15.03,nm,,6.2,10.21,11.56,9.27,,5.82,7.42,4.46,4.79,4.47,,4.88,5.07,,,,,3.86,4.79,3.58,,,,,,37.38,39.84,0.938253012048193,1.03780068728522,0.836092715231788,44.92,47.16,0.952502120441052,1.02761627906977,0.695601173020528,1.80711920529801,2.06615120274914,1.86138613861386,2.07921511627907,0.854314002828854,0.832146037399822,0.877715704531347,0.97029702970297,1.60190703218117,1.57786483839373
"Lemelin, P",Strepsirrhini,Nycticebus coucang,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 1875(11),,,Female,nm,nm,nm,nm,nm,nm,8.87,10.29,12.1,11.82,10.62,,8.15,nm,9.06,nm,13.45,nm,14.39,nm,11.74,nm,,4.38,8.04,9.32,7.35,,4.56,2.44,3.65,3.97,3.59,,5.11,5.02,,13.57,13.35,14.3,14.21,13.25,,9.91,nm,11.55,nm,16.62,nm,16.92,nm,14.91,nm,,5.58,9.58,11.06,9.11,,5.6,6.69,4.41,4.72,4.18,,4.55,4.72,,,,,nm,nm,nm,,,,,,37.24,39.5,0.942784810126582,1.02368866328257,0.850413223140496,44.91,46.91,0.957365167341718,1.00633356790992,0.682624113475177,1.77603305785124,2.00592216582064,1.83216783216783,1.96903589021816,0.846153846153846,0.829213983522601,0.860409145607702,0.948951048951049,1.6728855721393,1.73486430062631
"Lemelin, P",Strepsirrhini,Nycticebus coucang,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 27121865(9),,,Male,nm,nm,nm,nm,nm,nm,8.91,11.01,13.53,13.28,11.86,,9.24,nm,9.66,nm,14.27,nm,15.64,nm,12.74,nm,,5.01,8.2,10.02,8.25,,4.88,2.1,4.16,4.21,3.9,,5.55,5.54,,14.61,15.36,15.72,15.73,14.94,,10.37,nm,12.26,nm,17.64,nm,18.22,nm,16.1,nm,,6.07,11.85,11.37,9.45,,6.36,8.32,4.61,4.95,5.2,,5.43,5.89,,,,,nm,nm,nm,,,,,,40.16,43.15,0.930706836616454,1.01882530120482,0.813747228381375,49.82,50.27,0.991048338969565,0.999364272091545,0.672886937431394,1.66075388026608,1.93222891566265,1.87595419847328,1.88111888111888,0.860687022900763,0.806101967081493,0.891156462585034,0.929389312977099,1.74024390243902,1.48860759493671
,,Nycticebus coucang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1594736842105,38.0589473684211,0.923277025027549,1.02835736207139,0.823161535277532,43.5755555555556,45.3105555555556,0.961745281301181,1.02086252855231,0.673404260653802,1.67019910186949,1.9572464836583,1.75464227159989,1.9405316972951,0.837572447430485,0.809041954394402,0.90061502096008,0.915802913603601,1.83357355444941,1.73622214770326
"Lemelin, P",Strepsirrhini,Nycticebus pygmaeus,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 140917,,,Male,nm,nm,nm,nm,nm,nm,7.48,8.18,9.89,9.35,8.7,,7.14,nm,8.2,nm,11.51,nm,12.26,nm,10.12,nm,,4.2,6.57,7.44,6.48,,3.9,1.82,3.11,3.38,3.43,,3.86,3.52,,11.11,10.7,11.37,10.9,10.82,,7.93,nm,9.63,nm,13.72,nm,14.21,nm,12.48,nm,,5.08,8.1,8.87,7.4,,5.47,6.18,3.7,3.99,3.76,,3.93,3.76,,,,,nm,nm,nm,,,,,,31.08,32.43,0.958371877890842,1.05775401069519,0.827098078867543,36.89,37.97,0.971556491967343,1.04311926605505,0.677691766361717,1.82810920121335,2.10695187165775,1.91908531222515,2.11743119266055,0.869832893579596,0.842504743833017,0.828717201166181,0.977132805628848,1.75190258751903,1.69382716049383
"Lemelin, P",Strepsirrhini,Nycticebus pygmaeus,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 145466,,,,nm,nm,nm,nm,nm,nm,7.24,7.72,9.62,9.1,8.89,,7.54,nm,8.9,nm,11.31,nm,12.32,nm,9.75,nm,,4.11,6.69,8.11,6.19,,3.77,1.81,3.17,3.48,2.97,,3.81,3.36,,11.01,10.82,11.35,11.44,10.7,,8.26,nm,9.88,nm,13.95,nm,14.13,nm,12.33,nm,,4.81,8.35,9.05,7.35,,4.92,6.21,3.85,3.86,3.54,,3.66,3.71,,,,,nm,nm,nm,,,,,,30.79,33.01,0.932747652226598,1.05714285714286,0.802494802494803,37.5,38.48,0.974532224532224,0.992132867132867,0.699221514508139,1.87110187110187,2.24505494505495,1.9647577092511,2.02622377622378,0.847577092511013,0.821066666666667,0.813620071684588,0.970044052863436,1.69058295964126,1.67065868263473
"Lemelin, P",Strepsirrhini,Nycticebus pygmaeus,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 46825,,,Female,nm,nm,nm,nm,nm,nm,7.52,9.16,10.19,9.99,9.36,,7.96,nm,8.71,nm,11.45,nm,12.19,nm,10.13,nm,,4.45,6.88,8.45,6.83,,4.11,1.93,3.36,3.7,3.36,,4,3.89,,12.2,12.46,12.44,12.06,11.78,,8.68,nm,10.54,nm,14.73,nm,15.07,nm,13.43,nm,,5.46,9.22,9.81,8.57,,5.24,6.33,4.63,4.21,na,,3.98,3.94,,,,,nm,nm,nm,,,,,,31.88,34.33,0.928633847946403,1.02002002002002,0.89892051030422,41.02,41.15,0.996840826245444,1.03150912106136,0.699402786994028,1.79882237487733,2.06606606606607,1.92524115755627,2.06301824212272,0.819131832797428,0.777181862506095,0.844534962661236,0.980707395498392,1.66424418604651,1.59761388286334
"Lemelin, P",Strepsirrhini,Nycticebus pygmaeus,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 46828,,,Male,nm,nm,nm,nm,nm,nm,7.45,9.21,10.32,9.85,9.38,,7.2,nm,7.81,nm,11.17,nm,12.05,nm,9.81,nm,,4.21,6.72,8.24,6.5,,3.73,2.3,3.15,3.49,3.36,,3.98,3.9,,11.7,11.01,11.95,11.29,11.07,,8.89,nm,9.46,nm,13.85,nm,14.03,nm,11.79,nm,,5.09,8.39,8.9,7.78,,5.2,5.2,3.97,3.76,3.91,,3.99,3.88,,,,,nm,nm,nm,,,,,,31.36,33.63,0.932500743383883,1.04771573604061,0.892441860465116,38.16,37.98,1.00473933649289,1.05845881310895,0.674269422665716,1.73352713178295,2.05989847715736,1.86108786610879,2.03100088573959,0.863598326359833,0.821802935010482,0.862815884476534,0.97907949790795,1.66220238095238,1.6507747318236
"Lemelin, P",Strepsirrhini,Nycticebus pygmaeus,,,yes,yes,,,y,y,y,n,y,y,y,n,y,y,MCZH 36035,,,Male,nm,nm,nm,nm,nm,nm,7.59,8.19,9.8,9.37,8.36,,6.91,nm,8.09,nm,11.33,nm,11.86,nm,9.59,nm,,3.93,6.99,7.72,5.82,,na,na,na,na,na,,3.77,3.36,,11.42,10.75,11.25,10.6,10.36,,8.55,nm,9.08,nm,13.81,nm,13.79,nm,12.19,nm,,na,8.68,9.09,7.49,,na,na,na,na,na,,3.43,3.69,,,,,nm,nm,nm,,,,,,na,na,na,1.04589114194237,0.835714285714286,na,na,na,1.06132075471698,na,na,na,na,na,0.871111111111111,na,0.814627081824765,1.01511111111111,na,na
,,Nycticebus pygmaeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2775,33.35,0.938063530361932,1.04570475316821,0.851333907569194,38.3925,38.895,0.986917219809475,1.03730816441504,0.6876463726324,1.80789014474387,2.11949283998403,1.91754301128533,2.05941852418666,0.854250251271796,0.815639052004065,0.832863040362661,0.984414972601947,1.69223302853979,1.65321861445387
"Lemelin, P",Strepsirrhini,Otolemur crassicaudatus,,,,,yes,yes,y,y,y,y,y,y,y,y,n,y,AMNH 201330,,,Male,nm,nm,nm,nm,nm,nm,9.42,12.89,13.9,13.29,11.47,,9.66,nm,10.76,nm,14.43,nm,15.75,nm,12.35,nm,,7.06,9.97,10.68,8.3,,4.8,3.14,3.83,4.28,3.43,,,,,15.71,16,17.64,16.32,15.66,,10.85,nm,12.83,nm,14.88,nm,15.99,nm,13.33,nm,,6.95,9.33,11.5,8.8,,6.02,6.16,3.91,4.46,4.11,,5.03,4.85,,,,,nm,nm,nm,,,,,,42.13,44,0.9575,1.04589917231001,0.927338129496403,45.76,48.27,0.948000828672053,1.08088235294118,0.802376485303315,1.75539568345324,1.98871331828442,1.37244897959184,1.6844362745098,0.787981859410431,0.920673076923077,1.18548387096774,0.890589569160998,1.44734202607823,1.59485530546624
"Lemelin, P",Strepsirrhini,Otolemur crassicaudatus,,,,,yes,yes,y,y,y,y,y,y,y,y,n,y,AMNH 245093,,,,nm,nm,nm,nm,nm,nm,10.49,13.56,15.05,14.43,12.79,,10.22,nm,12.8,nm,15.06,nm,16.55,nm,13.24,nm,,6.94,9.57,10.53,8.47,,5.01,2.85,4.03,4.35,3.9,,,,,17.85,16.33,17.91,17.86,17.3,,11.69,nm,12.84,nm,16.04,nm,17.41,nm,13.95,nm,,6.54,9.27,11.13,8.64,,6.67,6.96,4.47,4.9,4.19,,5.82,5.58,,,,,nm,nm,nm,,,,,,43.71,45.86,0.953118185782817,1.04296604296604,0.900996677740864,47.69,51.3,0.92962962962963,1.00279955207167,0.737507179781735,1.63654485049834,1.87664587664588,1.41317699609157,1.5979843225084,0.840312674483529,0.916544348920109,1.11658354114713,0.996649916247906,1.57366771159875,1.73031283710895
"Lemelin, P",Strepsirrhini,Otolemur crassicaudatus,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 53077,,,,nm,nm,nm,nm,nm,nm,9.74,12.55,12.84,13.47,11.68,,9.16,nm,10.8,nm,12.84,nm,15.4,nm,12.63,nm,,6.58,9.14,9.59,8.02,,3.67,3.17,4.08,4.42,3.63,,4.84,4.68,,15.88,15.44,16.52,15.73,15.26,,10.19,nm,11.2,nm,14.2,nm,16.48,nm,12.85,nm,,5.78,8.62,9.85,7.84,,6.37,5.78,3.99,4.69,4.05,,5.46,5.22,,,,,nm,nm,nm,,,,,,38.9,42.88,0.907182835820895,0.953229398663697,0.977414330218069,43.33,46.75,0.926844919786096,1.05022250476796,0.679611650485437,1.71183800623053,1.85523385300668,1.38135593220339,1.67387158296249,0.777239709443099,0.897761366258943,1.16338028169014,0.961259079903148,1.40481400437637,1.64733178654292
"Lemelin, P",Strepsirrhini,Otolemur crassicaudatus,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 267588,,,Female,3.46,3.37,3.85,3.12,3.95,3.04,8.84,11.38,12.47,11.92,10.66,,8.45,nm,10.21,nm,13.28,nm,14.66,nm,11.84,nm,,5.4,8.15,9.34,7.3,,3.88,2.46,3.81,4.15,3.48,,4.4,4.66,,15.48,15.31,15.86,15.35,14.62,,9.7,nm,10.19,nm,14.1,nm,15.38,nm,12.2,nm,,4.59,8,9.32,6.99,,6.08,5.8,3.84,4.5,3.76,,5.75,5.31,,,,,nm,nm,nm,,,,,,37.71,40.07,0.941103069628151,1.04614093959732,0.912590216519647,41.8,44.55,0.938271604938272,1.03322475570033,0.662548764629389,1.71852445870088,2.01342281879195,1.39344262295082,1.60912052117264,0.78625472887768,0.902153110047847,1.12482269503546,0.976040353089534,1.62944785276074,1.7625
"Lemelin, P",Strepsirrhini,Otolemur crassicaudatus,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 397989,,,Female,4.15,3.32,3.82,3.2,3.9,3.22,9.4,12.87,13.24,12.52,10.87,,8.99,nm,10.52,nm,14.13,nm,15.13,nm,12.51,nm,,6.17,8.53,8.73,7.6,,4.16,3.23,3.09,4.16,3.9,,4.36,4.71,,16.51,15.49,16.7,15.54,14.22,,10.23,nm,11.07,nm,14.6,nm,16.61,nm,13.08,nm,,5.18,8.04,9.51,7.61,,6.35,6.87,4.13,4.65,4.14,,5.48,5.31,,,,,nm,nm,nm,,,,,,38.99,40.54,0.961766156882092,1.05750798722045,0.972054380664652,43.47,46.31,0.938674152450875,1.07464607464607,0.666465984346779,1.71148036253776,1.90575079872204,1.35568862275449,1.68082368082368,0.792814371257485,0.896940418679549,1.14383561643836,0.988622754491018,1.65650644783118,1.81592039800995
"Lemelin, P",Strepsirrhini,Otolemur crassicaudatus,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 399060,,,Female,3.91,2.84,3.68,3.08,3.68,2.76,9.65,11.59,12.95,12.1,10.94,,8.86,nm,10.15,nm,13.47,nm,14.61,nm,11.61,nm,,5.29,7.81,8.82,6.96,,3.9,2.76,3.4,3.93,3.41,,4.38,4.07,,15.92,14.64,15.8,14.59,14.53,,9.62,nm,10.53,nm,14.01,nm,15.67,nm,12.35,nm,,4.88,7.85,9.11,7.14,,6.08,5.3,3.99,4.41,3.82,,4.78,5.56,,,,,nm,nm,nm,,,,,,37.63,39.46,0.95362392295996,1.0702479338843,0.894980694980695,41.65,43.78,0.951347647327547,1.08293351610692,0.671984684109764,1.64324324324324,1.93636363636364,1.38354430379747,1.69842357779301,0.819620253164557,0.903481392557023,1.12776588151321,1.00759493670886,1.7247119078105,1.78471337579618
"Lemelin, P",Strepsirrhini,Otolemur crassicaudatus,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 399062,,,Female,3.57,2.95,3.94,2.82,3.62,2.66,9.25,11.39,12.78,11.98,11.16,,7.91,nm,9.74,nm,12.89,nm,13.98,nm,11.14,nm,,5.36,7.58,8.84,6.9,,3.77,2.84,3.51,4.14,3.44,,5.34,4.93,,14.89,14.77,16.06,15.05,14.62,,9.32,nm,10.55,nm,13.58,nm,15.18,nm,11.85,nm,,5.65,7.61,9.07,6.96,,5.73,5.26,4.06,4.4,3.66,,4.99,4.89,,,,,nm,nm,nm,,,,,,36.76,38.94,0.944016435541859,1.06677796327212,0.891236306729265,41.31,43.7,0.945308924485126,1.0671096345515,0.694993412384717,1.60172143974961,1.90484140233723,1.31942714819427,1.61129568106312,0.795765877957659,0.889857177438877,1.18262150220913,0.927148194271482,1.70052770448549,1.78449408672799
"Lemelin, P",Strepsirrhini,Otolemur crassicaudatus,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 1893 (1),,,Female,nm,nm,nm,nm,nm,nm,8.93,11.94,13.25,13.02,12.06,,8.52,nm,10.38,nm,12.75,nm,16.25,nm,13.7,nm,,6.34,8.47,9.88,8.95,,3.99,3.01,4.38,4.52,4.35,,3.37,3.65,,14.95,13.92,16.05,14.94,14.61,,9.53,nm,10.51,nm,13.45,nm,14.8,nm,11.96,nm,,4.76,7.97,10.14,6.96,,5.67,7.28,3.56,4.25,3.49,,4.2,4.69,,,,,nm,nm,nm,,,,,,38.85,43.67,0.88962674604992,1.01766513056836,0.901132075471698,41.03,44.13,0.929753002492635,1.07429718875502,0.710135135135135,1.60150943396226,2.00691244239631,1.33457943925234,1.66934404283802,0.825545171339564,0.946868145259566,1.19330855018587,0.931464174454829,1.50531286894923,1.68757841907152
"Lemelin, P",Strepsirrhini,Otolemur crassicaudatus,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 1893 (2),,,Male,nm,nm,nm,nm,nm,nm,9.48,12.37,13.67,12.09,11.13,,8.46,nm,10.22,nm,13.44,nm,13.66,nm,11.11,nm,,5.8,8.55,9.55,7.87,,4.92,3.42,3.78,3.68,3.64,,5.07,4.91,,16.29,15.85,17.23,16.84,16.91,,10.25,nm,11.14,nm,14.52,nm,16.31,nm,13,nm,,5.27,8.66,10.2,8.1,,7.53,5.95,4.64,4.59,4.18,,5.93,5.72,,,,,nm,nm,nm,,,,,,39.44,38.98,1.01180092355054,1.13068651778329,0.904901243599122,45.05,47.94,0.939716312056738,1.02315914489311,0.68301655426119,1.60863204096562,1.91976840363937,1.34532791642484,1.57422802850356,0.793383633197911,0.875471698113208,1.1866391184573,0.945443993035403,1.5719298245614,1.67667436489607
,,Otolemur crassicaudatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3466666666667,41.6,0.946637586246248,1.0479023429184,0.920293783935602,43.4544444444444,46.3033333333333,0.938616335759886,1.05436385827042,0.70095998338194,1.66543216881572,1.9341836166875,1.36655466236234,1.64439196801941,0.802102031014657,0.905527859355355,1.15827122862715,0.958312552373686,1.5793622609391,1.7204867304022
