Collector,Higher taxon,Taxon,miss mC,miss mT,miss  man-D,miss ped-D,miss_FL,miss_HL,mc,mpp,mmp,mdp,mt,ppp,pmp,pdp,h,f,Museum - Coll. #,locality,notes,Sex/age,pf-H,pf-w,m1-L,m1-W,m2-L,m2-W,hm1,hm2,hm3,hm4,hm5,m2-5 av,hpp1,hpp1-w,hpp2,hpp2-w,hpp3,hpp3-w,hpp4,hpp4-w,hpp5,hpp5-w,hpp2-5 av,hmp2,hmp3,hmp4,hmp5,hmp2-5 av,hdp1,hdp2,hdp3,hdp4,hdp5,hdp2-5 av,HU(AP),HU(ML),notes,fm1,fm2,fm3,fm4,fm5,fm2-5 av,fpp1,fpp1-w,fpp2,fpp2-w,fpp3,fpp3-w,fpp4,fpp4-w,fpp5,fpp5-w,fpp2-5 av,fmp2,fmp3,fmp4,fmp5,fmp2-5 av,fdp1,fdp2,fdp3,fdp4,fdp5,fdp2-5 av,FE(AP),FE(ML),GM,ln GM,BM,ln BM,Ast-w,CW,CD,,radius L,Ulna L,PI,BZ
"Yapuncich, G",Cercopithecoidea,Papio anubis,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 134615,,,F,13.32,9.56,9.68,7.26,11.00,9.30,26.64,45.32,44.36,44.10,44.09,,15.12,3.87,21.24,4.97,25.15,5.56,24.54,5.09,21.41,4.20,,12.16,14.99,15.38,12.26,,8.51,9.00,9.32,10.44,7.97,,12.87,12.9,,32.73,50.34,53.62,54.74,53.75,,16.95,4.79,22.99,4.14,26.65,5.08,26.33,4.55,21.43,4.08,,12.08,16.4,16.17,11.24,,9.15,8.3,10.68,10.49,9.45,,13.93,17.13,,,,,12.87,13.91,9.26,,,,,
"Yapuncich, G",Cercopithecoidea,Papio anubis,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 18868,,regarding feet only: Ips 2-4 uncertain,M,14.38,9.54,9.58,7.43,11.59,8.82,33.45,35.74,51.65,51.70,50.91,,16.03,4.91,24.71,6.63,28.67,6.85,28.59,6.02,25.52,5.07,,13.47,16.58,16.80,14.00,,9.67,9.85,12.01,11.50,10.65,,16.12,15.58,,39.44,60.73,62.34,63.02,62.96,,18.34,6.23,25.62,5.08,28.66,6.15,27.87,5.7,24.1,4.76,,13.88,17.24,16.67,12.7,,9.48,10.41,11.82,11.72,10.04,,16.3,15.15,Ips and Dps 3-4 uncertain,,,,15.53,15.39,9.51,,,,,
"Yapuncich, G",Cercopithecoidea,Papio hamadryas,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 186432,,,M,17.8,11.68,10.85,7.62,12.66,10.86,32.47,51.27,49.92,50.02,49.77,,18.68,4.78,25.67,6.65,29.97,6.59,28.85,6.51,26.61,5.62,,15.25,17.77,18.12,14.92,,10.47,10.39,11.09,11.57,10.12,,18.92,15.51,,39.91,59.87,65.5,65.72,65.49,,20.11,5.88,27.04,4.92,31.26,6.19,30.18,5.8,26.55,4.73,,14.47,17.5,17.21,14.18,,10.35,9.72,10.03,7.8,9.69,,17.64,19.69,,,,,16.23,art,art,,,,,
"Yapuncich, G",Cercopithecoidea,Papio hamadryas,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 186433,,,F,13.7,8.83,10.20,7.51,11.54,9.73,27.55,43.25,43.54,43.28,43.1,,15.61,4.04,22.10,5.88,25.18,6.04,25.48,5.41,22.30,4.65,,12.80,16.27,14.58,12.44,,8.76,9.07,10.15,10.31,9.14,,14.59,12.69,,34.44,51.67,54.16,55.51,55.04,,17.26,5.82,22.97,4.36,26.03,5.24,25.49,5.11,22.08,4.19,,12.58,16.67,15.67,12.71,,9.17,9.72,11.01,11.16,10.46,,13.83,15.78,,,,,14.77,13.86,9.45,,,,,
"Yapuncich, G",Cercopithecoidea,Presbytis hosei,,,yes,yes,,,y,y,y,n,y,y,y,n,y,y,FMNH 68695,,,F,9.33,6.44,5.46,5.01,5.53,5.17,21.45,39.62,42.27,41.27,38.88,,12.78,2.52,28.26,3.89,32.76,4.5,31.85,4.32,26.85,3.35,,17.9,23.5,22.82,17.61,,na,na,na,na,na,,8.57,9.14,,36.25,54.57,58.27,59.79,60.7,,17.03,4.56,26.08,3.7,32.35,4.45,32.25,4.43,27.04,3.46,,14.38,22.19,22.79,16.63,,na,na,na,na,na,,10.77,10.65,,,,,10.96,10.72,7.32,,,,,
"Yapuncich, G",Cercopithecoidea,Presbytis hosei,,,yes,yes,,,y,y,y,n,y,y,y,n,y,y,FMNH 68697,,,M,9.45,6.73,5.80,4.79,5.76,5.17,20.21,44.32,46.39,44.39,42.23,,9.59,2.78,28.57,3.66,33.37,4.36,32.76,4.25,27.91,3.34,,17.38,23.01,22.71,15.4,,na,na,na,na,na,,9.07,9.17,,38.18,58.06,61.71,64.67,63.99,,15.81,4.03,26.47,3.22,33.83,4.04,33.74,4.02,27.05,3.36,,15.57,22.03,22.74,17.36,,na,na,na,na,na,,10.65,10.5,,,,,11.58,11.4,6.81,,,,,
"Yapuncich, G",Cercopithecoidea,Presbytis sp.,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 159983,,,,na,na,5.19,4.91,6.34,5.18,17.61,34.87,35.33,33.67,30.68,,9.01,2.35,25.21,3.74,30.94,4.35,29.39,4.30,24.79,2.89,,14.03,18.51,18.88,14.95,,4.60,6.63,8.73,8.93,7.76,,9.03,9.16,,29.88,41.08,44.26,44.89,44.69,,13.58,4.32,24.48,2.94,29.79,4.08,28.32,3.65,23.32,2.97,,12.39,18.37,18.56,12.68,,6.54,7.49,10.38,10.39,6.29,,10.91,10.92,Dentally senescent,,,,10.25,9.51,5.93,,,,,
"Boyer, D",Cercopithecoidea,Procolobus badius,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 52278,,,M,11.72,8.05,7.11,5.22,7.32,5.90,19.29,42.07,40.67,41.06,40.36,,4.31,4.09,29.06,4.66,35.1,5.75,34.53,5.8,27.15,4.38,,17.32,24.16,24.85,18.56,,--,9.03,11.82,11.32,8.15,,12.07,11.48,,33.12,52.12,57.17,60.78,59.55,,16.31,4.04,26.03,3.5,34.02,5.07,33.77,5.02,26.96,3.46,,15.51,23.9,24.03,16.96,,8.65,9.69,13.86,11.97,9.33,,12.85,12.33,,,,,12.85,12.53,8.32,,,,127,96.65
"Yapuncich, G",Cercopithecoidea,S. (Trachypithecus) phayrei,,,yes,yes,,,y,y,n,n,y,y,n,n,y,y,FMNH 99697,,,F,7.99,5.64,5.92,4.60,6.10,5.15,18.79,36.49,37.92,36.8,34.66,,na,na,27.17,4.16,31.17,4.55,31.08,4.25,26.49,3.42,,na,na,na,na,,na,na,na,na,na,,8.86,9.32,,31.73,43.44,46.96,48.72,47.24,,na,na,25.56,3.15,29.94,3.94,29.46,3.71,24.19,2.97,,na,na,na,na,,na,na,na,na,na,,9.27,10.05,,,,,10.96,9.47,6.24,,,,,
"Yapuncich, G",Cercopithecoidea,Semnopithecus entellus,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 53698,,,F,12.36,8.32,7.69,6.20,8.07,6.90,27.96,49.93,52.44,51.39,46.67,,15.05,2.98,26.74,4.03,33.38,4.72,33.30,4.32,27.37,3.50,,16.08,22.56,22.35,16.28,,5.43,7.15,10.20,10.28,7.29,,10.36,10.73,,39.18,62.24,66.64,67.37,65.46,,17.44,4.72,29.11,3.8,33.54,4.84,33.98,4.45,28.38,3.74,,14.48,23.39,21.73,17.18,,7.58,7.11,9.62,10.31,7.67,,14.29,13.62,,,,,14.14,13.13,7.84,,,,,
"Yapuncich, G",Cercopithecoidea,Theropithecus gelada,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 47767,,,F,11.04,9.34,10.06,7.46,12.86,8.93,32.43,40.11,39.65,39.03,36.91,,12.29,3.59,15.77,5.08,19.26,6.14,19.39,5.33,16.82,4.33,,7.16,11.60,10.66,7.73,,7.58,8.87,11.21,11.27,9.58,,12.61,10.42,,32.5,49.34,51.46,51.51,50.29,,11.85,4.17,18.99,4.44,22.42,5.04,21.15,4.95,17.99,4.05,,8.63,13.79,12.49,9.28,,7.85,9.13,11.17,10.9,8.47,,12.54,12.43,m3s erupting,,,,13.19,12.38,5.66,,,,,
"Yapuncich, G",Dermoptera,Cynocephalus variegatus,yes,,yes,yes,,,n,n,n,n,y,y,y,n,y,y,DU EA 127,,,,,,,,,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,5.86,,18.51,32.10,31.97,30.09,25.54,,11.59,nm,12.81,nm,13.01,nm,13.33,nm,14.64,nm,,13.09,13.41,14.55,17.31,,nm,nm,nm,nm,nm,,7.26,5.78,,,,,,,,,,,,
"Boyer, D",Dermoptera,Cynocephalus variegatus,,,,,,,y,y,y,y,y,y,y,y,y,y,DU EA 469,,,,4.86,2.51,,,,,14.5,25.4,31,32.6,32,,14.89,1.84,16.43,1.98,18.01,2.06,18.8,2.2,20.9,2.42,,19.85,23.83,25.2,26.13,,11.4,10.96,10.76,10.88,11.12,,7.07,6.6,,19.98,23.8,24.6,25.2,24.6,,12.3,2.2,13.99,2.09,13.32,2.04,13.34,1.93,15.1,2.2,,13.6,12.3,13.2,15.6,,10.21,10.39,10.28,10.24,10.16,,7.07,5.88,,,,,4.1,4.8,4.1,,,,,
"Boyer, D",Dermoptera,Cynocephalus variegatus,,,,,yes,yes,y,y,y,y,y,y,y,y,n,n,UNSM 15502,,,,nm,nm,nm,nm,nm,nm,,,25.98,,,,,nm,,nm,16.68,nm,,nm,,nm,,,20.06,,,,,,11.49,,,,nm,nm,,17.22,21.90,23.33,23.68,21.96,,12.64,nm,13.51,nm,13.31,nm,13.97,nm,14.73,nm,,14.10,14.62,15.84,17.15,,9.17,9.47,9.58,9.91,10.02,,nm,nm,,,,,nm,4.45,3.91,,,,,
"Yapuncich, G",Dermoptera,Cynocephalus variegatus,yes,,yes,,yes,yes,n,n,n,n,y,y,y,y,n,n,USNM A49693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.65,18.79,19.73,20.32,19.50,,9.58,nm,10.94,nm,11.12,nm,11.85,nm,12.63,nm,,9.85,10.39,11.67,13.27,,8.94,8.51,8.38,8.57,8.81,,,,,,,,,,,,,,,
"Boyer, D",Dermoptera,Cynocephalus volans,yes,yes,yes,yes,,,n,n,n,n,n,n,n,n,y,y,FMNH 56442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41,5.62,,,,,,,,,,,,
"Boyer, D",Dermoptera,Cynocephalus volans,yes,yes,yes,yes,,,n,n,n,n,n,n,n,n,y,y,FMNH 56530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29,5.7,,,,,,,,,,,,
"Boyer, D",Hominoidea,Pan troglodytes,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH M-202870,,,,21.4,8.9,,,,,42.90,88.15,88.12,81.20,75.70,,27.10,6.12,51.20,10.70,61.90,12.45,58.40,11.31,43.90,7.72,,33.50,45.00,42.30,28.70,,18.10,16.30,19.50,19.60,14.80,,23.1,22.2,,53.9,72.3,67.3,63.3,58.9,,31,8.9,39.7,7.7,43.6,6.9,40.1,6.6,28.9,5,,19.73,25.4,24.99,18.3,,21,10.1,13.1,12.8,8.4,,20.4,21.43,,,,,20.2,21.5,15.1,,,,,
"Boyer, D",Platyrrhini,Alouatta palliata palliata,,,yes,yes,,,y,y,y,n,y,y,y,n,y,y,FMNH 22395,"Honduras, San Pedro",,f/prime,11.49,6.95,7.14,6.08,7.24,6.26,20.71,27.06,29.94,29.67,26.54,,19.49,2.97,27.33,3.46,31.72,3.57,29.91,3.7,24.64,3.29,,16.95,19.84,19.78,15.74,,na,na,na,na,na,,8.6,8.01,,27.95,35.7,38.16,35.76,35.42,,16.81,3.62,27.93,3.17,28.45,3.1,27.1,3.12,24.54,2.89,,15.62,17.07,17.64,15.37,,na,na,na,na,na,,8.54,9.02,,,,,9.06,9.05,6.22,,,,,
"Boyer, D",Platyrrhini,Alouatta palliata palliata,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 57119,Lake Ticamaya,,m/prime,10.98,7.81,na,na,na,na,22.44,30.18,31.41,31.93,27.94,,19.35,3.31,28.68,4.09,32.48,4.26,31.54,4.41,25.49,3.6,,17.98,20.86,20.32,17.38,,10.54,11.64,12.78,13.26,10.89,,10.38,10.83,,29.38,39.08,40.99,39.23,37.37,,17.48,4.28,28.71,3.83,29.51,3.57,29.48,3.32,25.77,3.11,,16.34,17.87,19.39,15.86,,12.57,12.44,11.35,11.3,9.17,,9.04,9.83,,,,,9.68,10.25,6.84,,,,,
"Boyer, D",Platyrrhini,Alouatta seniculus,,,yes,yes,,,y,y,y,n,y,y,y,n,y,y,FMNH 93248,"Suriname, Nickerie",,m/prime,11.99,8.1,7.19,6.07,8.11,6.31,21.36,30.76,34.79,32.47,29.91,,20.16,3.63,29.99,4.63,33.98,5.05,33.53,4.76,28.9,4.06,,18.8,21.79,22.03,19.29,,na,na,na,na,na,,11.8,12.92,,31.61,41.44,44.06,43.48,41.4,,18.02,4.49,29.53,3.97,30.1,4.09,30.06,3.81,27.16,3.64,,17.33,19.44,20.29,17.54,,na,na,na,na,na,,10.51,13.13,,,,,12,11.11,8.09,,,,,
"Boyer, D",Platyrrhini,Alouatta seniculus seniculus,,,,,,,y,y,y,y,y,y,y,y,y,y,AAMNH M-200550,,,,10.36,6.41,,,,,19.72,27.75,30.25,28.94,26.81,,19.2,2.93,26.67,3.91,29.93,3.91,29.81,3.91,25.04,3.6,,17.3,20.54,20.6,17.33,,11.39,9.56,10.47,10.3,9.55,,8.09,9.54,,27.18,36.62,37.27,36.75,33.8,,17.42,3.96,25.2,3.05,26.65,3.44,26.93,3.3,23.35,3.43,,15.8,17.59,18.16,14.78,,11.07,10.37,9.8,9.85,8.85,,10.2,9.02,,,,,10.1,8.85,5.14,,,,,
"Boyer, D",Platyrrhini,Alouatta seniculus seniculus,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 18869,Colombia,"something strange going on with feet (bones look fine, but too many distals and odd serial proportions",m/prime,11.62,7.99,7.16,6.51,8.09,7.4,22.95,31.29,34.16,32.72,30.18,,21.13,3.77,29.26,4.47,32.79,4.46,32.27,4.63,27.89,3.9,,18.94,22.13,21.96,18.62,,12.99,11.29,12.79,12.52,10.02,,11.32,13.35,,32.87,42.81,43.71,42.61,38.76,,19.92,4.52,26.73,3.33,30.22,3.68,30.54,3.06,28.85,3.09,,16.2,19.4,19.11,17.69,,12.34,13.18,12.76,11.94,12.69,,10.99,8.94,,,,,11.28,10.86,7.24,,,,,
"Boyer, D",Platyrrhini,Aotus nancymaae,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 127397,zoo,,m/prime,6.41,3.57,3.29,3.07,3.04,3.04,11.85,16.71,17.59,17.11,13.65,,10.94,1.74,15.53,2,17.15,2.25,16.6,2.18,12.93,1.68,,10.42,12.45,12.43,9.31,,5.7,4.78,5.35,5.32,4.47,,4.91,5.06,,19.42,28.76,29.86,30.81,30.3,,11.81,1.87,16.97,1.89,17.66,2.12,18.17,2.04,15.64,1.84,,11.02,12.88,13.39,10.4,,6,6.94,5.8,5.88,5.3,,5.14,5.34,,,,,5.53,5.96,3.88,,,,,
"Boyer, D",Platyrrhini,Aotus nancymaae x azarai,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 178026,zoo,,m/dentally senescent,6.25,3.92,3.28,3.36,3.36,3.21,11.62,16.51,18.78,16.79,13.53,,10.88,1.67,16.09,1.68,18.04,1.9,17.13,1.89,13.31,1.58,,9.92,12.18,12.16,9.22,,5.17,5.24,5.47,na,na,,5.6,5.32,,18.41,29.18,30.13,31.19,30.43,,11.46,1.88,16.97,1.54,18.2,1.82,18.08,1.8,14.79,1.62,,10.11,12.25,12.72,9.11,,5.8,6.52,5.29,5.74,4.57,,5.4,6.24,,,,,5.89,6.15,4.18,,,,,
"Boyer, D",Platyrrhini,Aotus sp.,,,yes,,,,y,y,y,n,y,y,y,y,y,y,DPC no#,,articulated,?/adult,6.09,4,2.97,2.72,3.11,2.8,11.39,16.1,17.9,17.1,13.4,,11.4,1.62,16,1.92,17.1,2.16,16.85,2.01,13.6,1.59,,9.7,11.65,11.41,9.1,,5.1,4.51,na,5.56,4.61,,4.69,4.77,,18.47,28.6,30.27,30.78,29.47,,11.1,1.82,16.5,1.66,16.7,1.86,17.03,1.85,14.5,1.56,,10.12,12.2,12.1,8.9,,6,7.11,5.4,5.7,4.8,,5.67,5.76,,,,,5.04,5.67,3.63,,,,,
"Boyer, D",Platyrrhini,Aotus trivirgatus,,,,,,,y,y,y,y,y,y,y,y,y,y,DPC 066,Northern South America,,?/adult,6.24,3.69,3.13,3.06,3,2.96,11.77,16.62,18.75,17.24,13.73,,10.08,1.68,15.92,1.78,17.28,2.02,17.15,1.94,13.31,1.75,,9.79,11.77,11.53,8.41,,5.15,4.49,5.15,5.06,4.1,,5.02,5.12,,18.6,29.5,29.9,31.44,31.04,,10.77,1.87,16.48,1.76,17.7,2.05,18.16,2.1,14.12,1.71,,10.35,11.03,12.03,8.94,,5.84,6.93,5.7,5.4,4.6,,5.58,5.94,,,,,5.34,5.18,3.9,,,,,
"Boyer, D",Platyrrhini,Aotus trivirgatus,,,,,,,y,y,y,y,y,y,y,y,y,y,SBU 387,,,,5.75,3.79,na,na,na,na,11.1,15.5,17.62,16.4,12.6,,10.14,1.94,14.72,2.3,16.65,2.3,15.63,2.2,12.86,2.03,,9.89,11.4,11.6,8.55,,4.92,4.26,4.87,4.65,3.92,,4.7,5.23,,17.01,26.51,27.66,29.32,28.45,,10.55,2,15.33,2.13,16.4,2.4,16.13,2.27,13.8,1.93,,10.17,11.55,11.98,8.87,,5.38,5.95,5.09,5.12,3.96,,5.78,5.77,,,,,5.5,5.8,3.27,,,,,
"Boyer, D",Platyrrhini,Aotus vociferans,,,yes,,,,y,y,y,n,y,y,y,y,y,y,FMNH 57113,zoo,,"f/dental adult, open epiphyses",5.61,3.25,na,na,na,na,11.46,16.51,18.03,17.59,13.44,,10.61,1.6,14.86,1.86,16.91,1.99,16.27,1.88,12.88,1.53,,na,11.1,11.03,8.47,,4.83,na,na,5.01,3.77,,4.57,4.56,,17.38,27.46,28.72,30.34,29.26,,10.61,1.72,15.61,1.68,17.06,1.92,17.19,1.78,13.77,1.54,,9.91,11.28,11.55,8.59,,na,6.39,5.28,5.31,3.7,,5.03,4.99,,,,,5.25,5.82,3.54,,,,,
"Boyer, D",Platyrrhini,Ateles belzebuth belzebuth,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 121215,zoo,,f/dentally senescent,9.29,4.9,4.73,4.65,5.12,4.73,25.24,51.12,53.85,52.99,47.1,,--,--,39.66,4.21,42.6,4.89,42.2,4.7,38.79,3.46,,24.68,27.58,28.07,25.02,,--,13.32,13.77,12.89,12.54,,10.7,11.25,,37.53,61.7,61.13,60.43,56.48,,20.34,4.2,35.65,3.81,37.82,4.07,38.21,3.83,33.79,2.96,,20.81,23.6,24.09,20.8,,13.42,13.15,13.7,13.63,12.45,,11.84,12.07,,,,,13.44,12.8,8.54,,,,,
"Boyer, D",Platyrrhini,Ateles geoffroyi,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 49336,zoo,,f/dentally senescent,9.8,5.8,4.61,4.8,4.66,5.13,21.33,45.41,49.38,48.6,45.48,,--,--,33.8,3.58,37.18,3.95,37.06,4.22,33.12,3.43,,20.9,23.9,25.7,20.6,,--,11.74,12.82,12.96,10.99,,10.1,9.37,,32.88,54.57,53.78,53.23,51.88,,19.33,3.97,31.01,3.87,31.46,3.77,32.44,3.83,28.4,2.97,,18.89,20.8,20.9,17.86,,12.24,12.78,13.87,11.69,11.22,,11.03,13.05,,,,,12.27,12.55,8.6,,,,,
"Boyer, D",Platyrrhini,Ateles geoffroyi rufiventris,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 121526,zoo,,f/prime,9.44,5.42,4.9,5.13,4.99,5.16,26.6,52.9,57.5,56.3,51.3,,--,--,38.6,4,43.2,4.5,42.75,4.6,38.39,3.7,,21.5,28.2,26.3,23.84,,,11.65,14.1,13.67,12.3,,10.64,10.7,,36.53,61.1,61.9,61.5,57.7,,20.5,3.66,36.02,4,37.85,4.28,38.3,3.67,32.68,3.1,,20.9,22.8,23.8,19.75,,13.24,13,13.21,13.7,11.68,,12.6,13.5,,,,,13.25,13.55,9.3,,,,,
"Boyer, D",Platyrrhini,Callicebus cupreus discolor,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 57182,zoo,,"m/dental adult, open epiphyses",5.58,3.29,3.13,2.94,3.38,2.91,10.12,13.96,15.76,13.55,12.24,,7.99,1.45,12.69,1.72,14.55,2.11,14.43,1.94,10.79,1.61,,7.09,9.59,9.71,6.36,,4.18,3.94,4.1,4.48,3.79,,4.18,4.38,,16.37,24.59,26.62,26.93,25.32,,8.81,1.48,14.61,1.74,15.56,2.07,15.92,2.08,11.96,1.46,,9.03,10.54,10.98,7.1,,4.86,5.01,4.87,4.92,4,,4.44,4.61,,,,,5.01,4.82,3.16,,,,,
"Boyer, D",Platyrrhini,Callicebus donacophilus donacophilus,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 121659,zoo,,"?/dental adult, open epiphyses",7.08,3.66,3.43,3.3,3.55,3.31,10.81,14.43,16.03,15.53,13.19,,9.01,1.45,14.23,1.62,16.23,1.77,15.9,1.78,11.54,1.4,,8.45,10.51,10.53,7.58,,5.14,4.52,5.33,5.11,4.26,,4.16,4.44,,16.94,26.89,28.62,29.79,28.78,,9.56,1.75,15.58,1.47,16.96,1.96,16.82,1.82,12.87,1.39,,9.69,12.24,12.25,8.41,,5.57,6,5.62,5.77,4.78,,4.79,5.3,,,,,5.57,5.82,3.44,,,,,
"Boyer, D",Platyrrhini,Callicebus sp.,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 58973,zoo,,f/prime,7.23,3.82,3.62,3.39,3.74,3.25,11.69,15.97,17.36,16.79,14.62,,10.39,1.63,14.88,1.98,16.76,2.22,16.32,2.21,12.53,1.73,,9.07,11.5,11.92,8.59,,6.88,5.27,6.12,6.32,5.04,,5.11,5.25,,17.54,28.11,30.32,31.41,29.99,,10.27,2.24,17,1.84,18.85,2.31,18.49,2.37,14.4,1.65,,10.49,13.9,13.91,9.54,,6.61,7.13,6.89,6.8,5.62,,5.94,6.49,,,,,5.8,5.63,3.73,,,,,
"Boyer, D",Platyrrhini,Callimico goeldii,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 165377,zoo,,m/prime,4.3,2.87,na,na,na,na,9.41,14.1,15.9,15.3,13.6,,8.35,1.41,11.29,1.26,12.1,1.38,12.04,1.4,10.6,1.35,,7.35,8.36,8.23,6.31,,6.06,6.21,6.58,6.43,5.74,,4.19,4.13,,11.89,24.22,27.04,28.5,27.7,,6.7,1.26,12.22,1.38,13.4,1.44,13.5,1.46,11.87,1.32,,7.01,8.37,8.8,7.26,,3.53,6.5,7.35,7.16,6.1,,4.5,4.6,,,,,4.37,4.31,2.9,,,,,
"Boyer, D",Platyrrhini,Callimico goeldii,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 174406,zoo,,m/prime,4.56,2.87,2.78,2.78,2.7,2.29,9.69,14.6,16.23,16.25,14.27,,8.9,1.4,11.8,1.2,12.54,1.35,12.55,1.39,10.4,1.33,,7.02,8.45,8.6,6.3,,6.25,6.53,6.78,6.78,6.26,,3.8,3.92,,12.46,24.9,27.5,29.3,28.37,,7.11,1.46,12.99,1.33,14.06,1.48,14.05,1.49,12.21,1.49,,6.99,8.69,9.19,7.25,,3.82,6.6,7.23,7.6,6.4,,4.5,4.33,,,,,4.64,4.81,2.96,,,,,
"Boyer, D",Platyrrhini,Callimico goeldii,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 186835,zoo,,m/prime,4.06,2.88,2.42,2.42,2.6,2.29,9.82,14.28,15.14,14.84,13.36,,8.34,1.47,10.98,1.43,12.15,1.46,11.84,1.43,10.02,1.36,,6.83,7.52,8.04,5.9,,5.92,6.69,7.18,7.15,6.63,,4.16,4.12,,12.2,23.77,26.15,27.11,26.43,,6.36,1.46,12.35,1.48,12.62,1.54,13.77,1.65,11.8,1.5,,6.4,8.2,8.9,7.1,,3.48,6.6,7.6,8.09,7.27,,4.43,4.6,,,,,4.59,4.53,2.8,,,,,
"Lemelin, P",Platyrrhini,Callithrix jacchus,,,yes,yes,yes,yes,y,y,y,n,y,y,y,n,n,n,AIZU 6437,,,Female,nm,nm,nm,nm,nm,nm,7.9,10.59,11.86,11.58,9.68,,7.34,nm,9.35,nm,10,nm,9.75,nm,8.44,nm,,5.43,6.54,6.71,5.42,,nm,nm,nm,nm,nm,,nm,nm,,9.92,18.53,19.76,21.22,20.1,,6.23,nm,9.83,nm,10.79,nm,10.43,nm,9.42,nm,,5.72,6.98,6.98,6.13,,nm,nm,nm,nm,nm,,nm,nm,,,,,nm,nm,nm,,,,,
"Lemelin, P",Platyrrhini,Callithrix jacchus,,,yes,yes,yes,yes,y,y,y,n,y,y,y,n,n,n,AIZU 6438,,,Female,nm,nm,nm,nm,nm,nm,7.97,10.58,11.49,11.07,8.48,,6.88,nm,8.49,nm,9.23,nm,8.87,nm,7.9,nm,,5.12,6.17,6.1,4.88,,nm,nm,nm,nm,nm,,nm,nm,,10.34,18.04,19.76,21.01,20.16,,5.24,nm,8.97,nm,9.96,nm,9.69,nm,8.67,nm,,5.11,6.09,6.59,5.6,,nm,nm,nm,nm,nm,,nm,nm,,,,,nm,nm,nm,,,,,
"Lemelin, P",Platyrrhini,Callithrix jacchus,,,yes,yes,yes,yes,y,y,y,n,y,y,y,n,n,n,AIZU 6439,,,,nm,nm,nm,nm,nm,nm,7.23,10.38,11.23,11.22,9.1,,6.17,nm,8.01,nm,8.65,nm,8.69,nm,7.33,nm,,5.03,6.05,5.69,4.6,,nm,nm,nm,nm,nm,,nm,nm,,9.26,17.48,19.09,20.59,19.06,,5.33,nm,8.51,nm,9.46,nm,9.36,nm,8.15,nm,,4.56,5.73,5.89,5.57,,nm,nm,nm,nm,nm,,nm,nm,,,,,nm,nm,nm,,,,,
"Lemelin, P",Platyrrhini,Callithrix jacchus,,yes,yes,yes,yes,yes,y,y,y,n,n,n,n,n,n,n,CMNH B1033,,,,nm,nm,nm,nm,nm,nm,7.92,10.59,11.94,11.28,9.12,,7.19,nm,8.96,nm,9.97,nm,9.54,nm,8.05,nm,,6.04,7.23,6.87,5.26,,nm,nm,nm,nm,nm,,nm,nm,,na,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,,na,na,na,na,na,,nm,nm,,,,,nm,nm,nm,,,,,
"Lemelin, P",Platyrrhini,Callithrix jacchus,,yes,yes,yes,yes,yes,y,y,y,n,n,n,n,n,n,n,CMNH B1041,,,,nm,nm,nm,nm,nm,nm,7.14,10.3,11.1,11.14,9.18,,6.45,nm,8.38,nm,8.96,nm,8.71,nm,7.53,nm,,5.94,5.81,6.4,5.39,,nm,nm,nm,nm,nm,,nm,nm,,na,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,,na,na,na,na,na,,nm,nm,,,,,nm,nm,nm,,,,,
